"","pid","ahid","asex","amastat","aage","aqfachi","alknbrd","apaygu","aregion","wave1","bhid","bsex","bmastat","bage","bqfachi","blknbrd","bpaygu","bregion","wave2","paych","change_pay"
"2634",12975923,1248022,1,1,44,7,1,NA,4,1,2297396,1,1,45,4,1,NA,4,1,NA,NA
"2635",12975958,1248022,2,1,38,4,1,850.654357910156,4,1,2297396,2,1,39,4,1,1200.923828125,4,1,350.269470214844,350.269470214844
"2636",12978167,1248219,1,1,58,5,1,NA,4,1,2297957,1,1,59,5,1,NA,4,1,NA,NA
"2637",12978191,1248219,2,1,49,5,1,NA,4,1,2297957,2,1,50,5,1,NA,4,1,NA,NA
"2638",12979287,1248308,2,6,67,4,1,NA,4,1,2298171,2,6,68,4,1,NA,4,1,NA,NA
"2639",12981516,1248499,1,1,63,2,1,NA,4,1,2298244,1,1,64,2,1,NA,4,1,NA,NA
"2640",12985996,1248863,1,6,60,5,1,NA,4,1,2298457,1,6,61,5,1,NA,4,1,NA,NA
"2641",12986038,1248863,1,6,57,7,1,NA,4,1,2298457,1,6,58,7,1,NA,4,1,NA,NA
"2642",12987123,1248952,1,4,47,7,1,NA,4,1,2298619,1,4,48,7,1,NA,4,1,NA,NA
"2643",12987158,1248952,1,6,16,7,1,NA,4,1,2298619,1,6,17,7,1,NA,4,1,NA,NA
"2644",12989363,1249142,1,1,27,5,1,NA,4,1,2298899,1,1,28,5,1,NA,4,1,NA,NA
"2645",12989398,1249142,2,1,20,6,1,NA,4,1,2298899,2,1,21,6,1,NA,4,1,NA,NA
"2646",12990477,1249231,1,1,42,5,1,866.666687011719,4,1,2299186,1,1,43,5,1,953.333312988281,4,1,86.6666259765625,86.6666259765625
"2647",12990507,1249231,2,1,44,5,1,360.277130126953,4,1,2299186,2,1,45,5,1,480.369537353516,4,1,120.092407226562,120.092407226562
"2648",12990531,1249231,1,0,19,5,1,570.438781738281,4,1,2299186,1,6,20,5,1,560.431091308594,4,1,-10.0076904296875,-10.0076904296875
"2649",12990566,1249231,1,0,17,6,2,301.231719970703,4,1,2299186,1,6,18,6,1,NA,4,1,NA,NA
"2650",12992747,1249428,2,1,30,5,1,NA,4,1,2299534,2,1,31,5,1,327.251739501953,4,1,NA,NA
"2651",12994952,1249606,1,1,61,7,1,680.523498535156,4,1,2299828,1,1,62,7,1,814.666687011719,4,1,134.143188476562,134.143188476562
"2652",12994987,1249606,2,1,52,7,1,465.357971191406,4,1,2299828,2,1,53,7,1,506.389526367188,4,1,41.0315551757812,41.0315551757812
"2653",12999431,1249983,1,1,71,7,1,NA,4,1,2299968,1,1,72,7,1,NA,4,1,NA,NA
"2654",12999466,1249983,2,1,72,5,1,NA,4,1,2299968,2,1,73,5,1,NA,4,1,NA,NA
"2655",13000551,1250078,2,3,82,7,1,NA,4,1,2300109,2,3,83,7,1,NA,4,1,NA,NA
"2656",13001671,1250167,1,1,39,5,1,1501.15478515625,4,1,2300176,1,1,40,5,1,1826.40490722656,4,1,325.250122070312,325.250122070312
"2657",13001701,1250167,2,1,37,3,1,383.5,4,1,2300176,2,1,38,3,1,238.33332824707,4,1,-145.16667175293,-145.16667175293
"2658",13002791,1250256,1,1,44,5,1,NA,4,1,2300451,1,1,45,NA,NA,NA,4,1,NA,NA
"2659",13002821,1250256,2,1,45,7,1,151.66667175293,4,1,2300451,2,1,46,7,1,74.0569686889648,4,1,-77.6097030639648,-77.6097030639648
"2660",13002856,1250256,2,0,17,5,1,86.6666641235352,4,1,2300524,2,6,18,4,1,117,3,1,30.3333358764648,30.3333358764648
"2661",13005049,1250442,2,6,70,5,1,NA,4,1,2300737,2,6,71,5,1,NA,4,1,NA,NA
"2662",13006169,1250531,1,6,30,6,1,1105,4,1,2300818,1,6,31,6,1,1097.19262695312,4,1,-7.807373046875,-7.807373046875
"2663",13007289,1250639,1,6,62,7,1,NA,4,1,2300885,1,6,63,7,1,NA,4,1,NA,NA
"2664",13008404,1250728,1,1,67,7,1,NA,4,1,2300958,1,1,68,7,1,NA,4,1,NA,NA
"2665",13008439,1250728,2,1,65,7,1,NA,4,1,2300958,2,1,66,7,1,NA,4,1,NA,NA
"2666",13009516,1250817,1,6,51,7,1,866.666687011719,4,1,2301091,1,6,52,7,1,1100.84680175781,4,1,234.180114746094,234.180114746094
"2667",13010638,1250906,1,1,43,5,2,1071.82446289062,4,1,2301237,1,1,44,5,1,1200.923828125,4,1,129.099365234375,129.099365234375
"2668",13010662,1250906,2,1,43,5,1,663.510375976562,4,1,2301237,2,1,44,5,1,758.333312988281,4,1,94.8229370117188,94.8229370117188
"2669",13010697,1250906,1,6,19,4,1,611,4,1,2301237,1,6,20,4,1,758.333312988281,4,1,147.333312988281,147.333312988281
"2670",13014021,1251198,2,1,64,7,1,195,4,1,2301539,2,3,65,7,1,NA,4,1,NA,NA
"2671",13017357,1251473,1,1,68,7,1,NA,4,1,2301679,1,1,69,7,1,NA,4,1,NA,NA
"2672",13017381,1251473,2,1,63,7,1,NA,4,1,2301679,2,1,64,7,1,NA,4,1,NA,NA
"2673",13017411,1251473,2,6,33,4,1,888.333312988281,4,1,2301679,2,6,34,4,1,936,4,1,47.6666870117188,47.6666870117188
"2674",13025198,1252127,1,1,44,3,1,1801.3857421875,4,1,2301881,1,1,45,3,1,1885.50671386719,4,1,84.1209716796875,84.1209716796875
"2675",13025228,1252127,2,1,37,2,1,73.6666641235352,4,1,2301881,2,1,38,2,1,900.69287109375,4,1,827.026206970215,827.026206970215
"2676",13026313,1252216,1,1,64,7,1,NA,4,1,2302179,1,1,65,7,1,NA,4,1,NA,NA
"2677",13026348,1252216,2,1,61,5,1,182,4,1,2302179,2,1,62,5,1,108.333335876465,4,1,-73.6666641235352,-73.6666641235352
"2678",13027433,1252313,1,1,58,7,1,736.666687011719,4,1,2302314,1,1,59,7,1,780,4,1,43.3333129882812,43.3333129882812
"2679",13027468,1252313,2,1,56,5,1,92.0708236694336,4,1,2302314,2,1,57,5,1,138.66667175293,4,1,46.5958480834961,46.5958480834961
"2680",13029673,1252496,1,1,56,7,1,983.666687011719,4,1,2302454,1,1,57,7,1,953.333312988281,4,1,-30.3333740234375,-30.3333740234375
"2681",13029703,1252496,2,1,55,7,1,780,4,1,2302454,2,1,56,7,1,657.505798339844,4,1,-122.494201660156,-122.494201660156
"2682",13033026,1252771,1,1,43,7,2,NA,4,1,2302896,1,1,45,7,NA,NA,4,1,NA,NA
"2683",13033069,1252771,2,1,41,5,2,377.026000976562,4,1,2302896,2,1,42,5,2,455,4,1,77.9739990234375,77.9739990234375
"2684",13033093,1252771,2,6,16,5,2,NA,4,1,2302896,2,6,17,5,2,NA,4,1,NA,NA
"2685",13034146,1252879,2,1,38,4,1,NA,4,1,2303175,2,1,39,4,1,120.092384338379,4,1,NA,NA
"2686",13034189,1252879,1,1,37,4,1,1601.23168945312,4,1,2303175,1,1,38,4,1,2201.69360351562,4,1,600.4619140625,600.4619140625
"2687",13035266,1252968,1,1,29,5,1,894.790771484375,4,1,2303604,1,1,29,5,1,1282.13635253906,4,1,387.345581054688,387.345581054688
"2688",13035304,1252968,2,1,24,5,1,NA,4,1,2303604,2,1,24,5,1,NA,4,1,NA,NA
"2689",13036386,1253069,2,2,47,7,1,420.333343505859,4,1,2303817,2,2,48,7,1,510.377563476562,4,1,90.0442199707031,90.0442199707031
"2690",13036416,1253069,1,2,56,5,1,NA,4,1,2303817,1,2,57,5,1,NA,4,1,NA,NA
"2691",13036459,1253069,1,6,25,4,1,1100.84680175781,4,1,2303817,1,6,26,4,1,1100.84680175781,4,1,0,0
"2692",13036483,1253069,2,6,23,7,1,NA,4,1,2303817,2,6,24,7,1,NA,4,1,NA,NA
"2693",13038621,1253247,1,1,23,6,1,999.617431640625,4,1,2304104,1,1,25,6,1,1040,4,1,40.382568359375,40.382568359375
"2694",13038656,1253247,2,1,21,5,1,NA,4,1,2304104,2,1,23,5,1,NA,4,1,NA,NA
"2695",13039741,1253336,1,1,66,7,1,359.666656494141,4,1,2304384,1,1,67,7,1,260,4,1,-99.6666564941406,-99.6666564941406
"2696",13039776,1253336,2,1,62,7,1,NA,4,1,2304384,2,1,63,7,1,NA,4,1,NA,NA
"2697",13040863,1253433,1,1,32,NA,NA,NA,4,1,2304538,1,1,33,5,1,2125.63525390625,4,1,NA,NA
"2698",13040898,1253433,2,1,28,5,1,NA,4,1,2304538,2,1,29,5,1,NA,4,1,NA,NA
"2699",13041983,1253522,1,1,48,3,1,NA,4,1,2304759,1,1,49,3,1,NA,4,1,NA,NA
"2700",13042017,1253522,2,1,41,7,1,NA,4,1,2304759,2,1,43,7,1,NA,4,1,NA,NA
"2701",13042041,1253522,1,6,17,7,2,134.33332824707,4,1,2304759,1,6,18,7,1,NA,4,1,NA,NA
"2702",13043102,1253611,1,1,42,5,1,1144,4,1,2305038,1,1,43,5,1,1240.02099609375,4,1,96.02099609375,96.02099609375
"2703",13043137,1253611,2,1,41,6,1,NA,4,1,2305038,2,1,42,6,1,NA,4,1,NA,NA
"2704",13043161,1253611,2,6,19,4,1,585,4,1,2305038,2,6,20,4,1,1005.33331298828,4,1,420.333312988281,420.333312988281
"2705",13043196,1253611,2,6,16,5,1,NA,4,1,2305038,2,6,17,5,1,43.3333320617676,4,1,NA,NA
"2706",13044222,1253719,1,1,29,4,1,1173.90307617188,4,1,2305399,1,1,30,4,1,1501.15478515625,4,1,327.251708984375,327.251708984375
"2707",13044257,1253719,2,1,27,5,1,195,4,1,2305399,2,1,28,5,1,277.333343505859,4,1,82.3333435058594,82.3333435058594
"2708",13045342,1253808,2,3,71,7,1,NA,4,1,2305674,2,3,72,7,1,NA,4,1,NA,NA
"2709",13052063,1254367,1,1,49,4,1,1599,4,1,2305895,1,1,50,4,1,NA,4,1,NA,NA
"2710",13052098,1254367,2,1,34,5,1,NA,4,1,2305895,2,1,35,5,1,NA,4,1,NA,NA
"2711",13053183,1254456,2,1,51,7,1,727.559692382812,4,1,2306174,2,1,52,7,1,785.604309082031,4,1,58.0446166992188,58.0446166992188
"2712",13053213,1254456,1,1,51,7,1,983.472534179688,4,1,2306174,1,1,52,7,1,1100.84680175781,4,1,117.374267578125,117.374267578125
"2713",13054309,1254553,1,1,79,7,1,NA,4,1,2306328,1,1,80,NA,NA,NA,4,1,NA,NA
"2714",13054333,1254553,2,1,67,7,1,NA,4,1,2306328,2,1,68,7,1,NA,4,1,NA,NA
"2715",13056549,1254731,1,6,67,3,1,NA,4,1,2306468,1,6,68,3,1,NA,4,1,NA,NA
"2716",13057669,1254839,1,3,81,7,1,NA,4,1,2306549,1,3,82,7,1,NA,4,1,NA,NA
"2717",13058789,1254928,1,1,71,7,1,NA,4,1,2306611,1,1,71,7,1,NA,4,1,NA,NA
"2718",13058819,1254928,2,1,70,7,1,NA,4,1,2306611,2,1,71,7,1,NA,4,1,NA,NA
"2719",13059904,1255029,1,1,83,5,1,NA,4,1,2306751,1,1,84,5,1,NA,4,1,NA,NA
"2720",13059939,1255029,2,1,67,7,1,NA,4,1,2306751,2,1,68,7,1,NA,4,1,NA,NA
"2721",13061011,1255118,1,1,53,7,1,1489.1455078125,4,1,2306891,1,1,54,7,1,1489.1455078125,4,1,0,0
"2722",13061046,1255118,2,1,50,7,1,NA,4,1,2306891,2,1,51,7,1,NA,4,1,NA,NA
"2723",13064371,1255398,2,5,51,7,1,682.39794921875,4,1,2307049,2,5,52,7,1,677.521179199219,4,1,-4.87677001953125,-4.87677001953125
"2724",13064401,1255398,1,6,17,5,1,520.400329589844,4,1,2307049,1,6,18,5,1,505.388763427734,4,1,-15.0115661621094,-15.0115661621094
"2725",13065491,1255487,2,1,57,7,1,NA,4,1,2307189,2,1,58,7,1,NA,4,1,NA,NA
"2726",13065521,1255487,1,1,57,4,1,1733.33337402344,4,1,2307189,1,1,58,4,1,1835.41186523438,4,1,102.078491210938,102.078491210938
"2727",13067761,1255673,2,1,32,7,2,693.333312988281,4,1,2307324,2,1,33,7,1,NA,4,1,NA,NA
"2728",13071092,1255959,1,1,43,5,1,1495,4,1,2307464,1,1,44,5,1,1243.66662597656,4,1,-251.333374023438,-251.333374023438
"2729",13071122,1255959,2,1,41,5,1,250.192459106445,4,1,2307464,2,1,42,5,1,283.217864990234,4,1,33.0254058837891,33.0254058837891
"2730",13071157,1255959,2,6,18,6,1,375.288696289062,4,1,2307464,2,6,19,6,1,520,4,1,144.711303710938,144.711303710938
"2731",13071181,1255959,2,6,16,5,1,450.346435546875,4,1,2307464,2,6,17,5,1,476.366455078125,4,1,26.02001953125,26.02001953125
"2732",13072242,1256041,2,1,50,7,1,NA,4,1,2307839,2,1,51,7,1,NA,4,1,NA,NA
"2733",13072277,1256041,1,6,28,6,NA,970.666687011719,4,1,2307839,1,6,29,6,1,1005.33331298828,4,1,34.6666259765625,34.6666259765625
"2734",13072331,1256041,2,6,17,5,1,380.292541503906,4,1,2307839,2,6,18,5,1,542.417236328125,4,1,162.124694824219,162.124694824219
"2735",13073338,1256149,1,1,56,4,1,1951.50122070312,4,1,2308185,1,1,57,4,1,2078.59887695312,4,1,127.09765625,127.09765625
"2736",13073362,1256149,2,1,56,4,1,888.68359375,4,1,2308185,2,1,57,4,1,487.374908447266,4,1,-401.308685302734,-401.308685302734
"2737",13074458,1256238,2,3,68,7,1,NA,4,1,2308339,2,3,69,7,1,NA,9,1,NA,NA
"2738",13075578,1256327,1,1,48,3,1,1690,4,1,2308401,1,1,49,3,1,NA,4,1,NA,NA
"2739",13075608,1256327,2,1,47,7,1,450.346435546875,4,1,2308401,2,1,48,7,1,450.346435546875,4,1,0,0
"2740",13075632,1256327,1,6,22,4,1,NA,4,1,2308401,1,6,23,4,1,438.337188720703,4,1,NA,NA
"2741",13076698,1256416,1,6,30,5,1,NA,4,1,2308614,1,6,31,5,1,NA,4,1,NA,NA
"2742",13077813,1256513,2,3,76,7,1,NA,4,1,2308681,2,3,77,7,1,NA,4,1,NA,NA
"2743",13080059,1256696,1,2,20,4,1,1501.15478515625,4,1,2308754,1,2,21,3,1,1100.84680175781,4,1,-400.307983398438,-400.307983398438
"2744",13080083,1256696,2,2,17,5,1,530.408020019531,4,1,2308754,2,2,18,5,1,713.912841796875,4,1,183.504821777344,183.504821777344
"2745",13081179,1256793,1,4,59,7,2,NA,4,1,2308894,1,4,60,7,1,NA,4,1,NA,NA
"2746",13082299,1256882,1,1,30,5,1,1321.66662597656,4,1,2308967,1,1,31,5,1,1391,4,1,69.3333740234375,69.3333740234375
"2747",13082329,1256882,2,1,26,5,1,NA,4,1,2308967,2,1,27,5,1,39,4,1,NA,NA
"2748",13083406,1256971,1,1,32,1,1,1843.41809082031,4,1,2309246,1,1,33,1,1,1986.52807617188,4,1,143.109985351562,143.109985351562
"2749",13083449,1256971,2,1,28,2,1,NA,4,1,2309246,2,1,29,2,1,NA,4,1,NA,NA
"2750",13086766,1257269,1,2,32,4,1,3210.4697265625,4,1,2309459,1,2,33,4,1,3371.59350585938,4,1,161.123779296875,161.123779296875
"2751",13086804,1257269,2,2,27,4,1,1104.84985351562,4,1,2309459,2,2,28,4,1,NA,4,1,NA,NA
"2752",13090127,1257536,2,1,33,3,1,NA,4,1,2309599,2,1,34,3,1,NA,4,1,NA,NA
"2753",13090151,1257536,1,1,29,5,1,1539.18395996094,4,1,2309599,1,1,30,5,1,1666.16662597656,4,1,126.982666015625,126.982666015625
"2754",13094602,1257919,1,1,48,5,1,2166.66674804688,4,1,2310015,1,1,49,5,1,NA,4,1,NA,NA
"2755",13094637,1257919,2,1,46,5,2,1057.81372070312,4,1,2310015,2,1,47,5,2,1100.84680175781,4,1,43.0330810546875,43.0330810546875
"2756",13095722,1258001,2,2,32,5,1,86.6666641235352,4,1,2310155,2,2,33,5,1,52,4,1,-34.6666641235352,-34.6666641235352
"2757",13096842,1258109,1,1,68,4,1,NA,4,1,2310449,1,1,69,4,1,NA,4,1,NA,NA
"2758",13096877,1258109,2,1,64,7,1,156,4,1,2310449,2,1,65,7,1,151.66667175293,4,1,-4.33332824707031,-4.33332824707031
"2759",13097962,1258192,1,1,45,NA,1,1501.15478515625,4,1,2310589,1,1,46,NA,1,1581.21630859375,4,1,80.0615234375,80.0615234375
"2760",13099086,1258281,2,1,42,4,1,52,4,1,2310864,2,1,43,4,1,65,4,1,13,13
"2761",13099116,1258281,1,1,40,4,1,2330.79296875,4,1,2310864,1,1,41,4,1,2409.85375976562,4,1,79.060791015625,79.060791015625
"2762",13100203,1258389,1,5,31,4,1,1872.4404296875,4,1,2311224,1,5,32,4,1,2201.69360351562,4,1,329.253173828125,329.253173828125
"2763",13100572,1258419,1,6,22,5,1,780,4,1,2311291,1,6,23,5,1,NA,4,1,NA,NA
"2764",13102443,1258567,1,1,54,7,1,2001.53967285156,4,1,2311364,1,1,55,7,1,2076.59741210938,4,1,75.0577392578125,75.0577392578125
"2765",13102478,1258567,2,1,51,5,1,453.348724365234,4,1,2311364,2,1,52,5,1,493.379516601562,4,1,40.0307922363281,40.0307922363281
"2766",13103563,1258656,2,4,56,7,1,736.666687011719,4,1,2311518,2,4,57,7,1,773.003784179688,4,1,36.3370971679688,36.3370971679688
"2767",13104683,1258753,1,1,46,3,1,NA,4,1,2311585,1,1,47,3,1,3778.03564453125,4,1,NA,NA
"2768",13104713,1258753,2,1,31,5,1,NA,4,1,2311585,2,1,32,5,1,NA,4,1,NA,NA
"2769",13105809,1258842,2,1,39,2,1,1301.00073242188,4,1,2311941,2,1,40,2,1,1745.34265136719,4,1,444.341918945312,444.341918945312
"2770",13105833,1258842,1,1,37,4,1,1440.83447265625,4,1,2311941,1,1,38,4,1,1591.22399902344,4,1,150.389526367188,150.389526367188
"2771",13106929,1258931,1,1,32,7,1,944.666687011719,4,1,2312301,1,1,33,7,1,935.377563476562,4,1,-9.28912353515625,-9.28912353515625
"2772",13106953,1258931,2,1,30,5,1,437.666656494141,4,1,2312301,2,1,31,5,1,437.666656494141,4,1,0,0
"2773",13108042,1259032,2,1,37,2,1,NA,4,1,2312514,2,1,38,2,1,NA,4,1,NA,NA
"2774",13108077,1259032,1,1,32,2,1,1493.14855957031,4,1,2312514,1,1,33,2,1,1666.59362792969,4,1,173.445068359375,173.445068359375
"2775",13109162,1259121,1,1,56,7,1,NA,4,1,2312794,1,1,57,7,1,NA,4,1,NA,NA
"2776",13109197,1259121,2,1,47,3,1,1601.23168945312,4,1,2312794,2,1,48,3,1,1745.34265136719,4,1,144.110961914062,144.110961914062
"2777",13109227,1259121,1,6,22,4,1,812.625122070312,4,1,2312794,1,6,23,4,1,850.654357910156,4,1,38.0292358398438,38.0292358398438
"2778",13109251,1259121,1,6,20,5,1,NA,4,1,2312867,1,6,21,5,1,750.577392578125,4,1,NA,NA
"2779",13110276,1259229,2,1,78,7,2,NA,4,1,2313081,2,1,79,7,2,NA,4,1,NA,NA
"2780",13110306,1259229,1,1,76,7,1,NA,4,1,2313081,1,1,77,7,1,NA,4,1,NA,NA
"2781",13111396,1259318,1,1,34,4,1,NA,4,1,2313227,1,1,35,4,1,NA,4,1,NA,NA
"2782",13111426,1259318,2,1,28,4,1,2081.60131835938,4,1,2313227,2,1,29,4,1,2334.79614257812,4,1,253.19482421875,253.19482421875
"2783",13112511,1259407,2,3,67,7,2,NA,4,1,2313367,2,3,68,7,1,NA,4,1,NA,NA
"2784",13114018,1259539,1,1,53,2,1,2317.78295898438,4,1,2313448,1,1,54,2,1,2484.91162109375,4,1,167.128662109375,167.128662109375
"2785",13114042,1259539,2,1,51,2,1,1774.36486816406,4,1,2313448,2,1,52,2,1,2001.53967285156,4,1,227.1748046875,227.1748046875
"2786",13114077,1259539,1,6,21,NA,NA,NA,4,1,2313448,1,6,22,4,1,830.638977050781,4,1,NA,NA
"2787",13114107,1259539,2,6,23,2,1,692.79931640625,4,1,2313669,2,6,24,2,1,NA,4,1,NA,NA
"2788",13114751,1259598,1,1,38,4,1,2126.63598632812,4,1,2313731,1,1,39,4,1,2128.63745117188,4,1,2.00146484375,2.00146484375
"2789",13114786,1259598,2,1,34,5,1,92.0708236694336,4,1,2313731,2,1,35,5,1,98.0754470825195,4,1,6.00462341308594,6.00462341308594
"2790",13116991,1259776,2,6,30,5,1,978.7529296875,4,1,2314029,2,4,31,5,1,1171.90148925781,4,1,193.148559570312,193.148559570312
"2791",13118129,1259873,2,1,44,3,1,1255.96618652344,4,1,2314096,2,1,45,3,1,1566.83642578125,4,1,310.870239257812,310.870239257812
"2792",13118153,1259873,1,1,44,4,1,1395.83337402344,4,1,2314096,1,1,45,4,1,1501.15478515625,4,1,105.321411132812,105.321411132812
"2793",13119249,1259962,2,1,67,5,1,92.0708236694336,4,1,2314304,2,1,68,5,1,75.0577392578125,4,1,-17.0130844116211,-17.0130844116211
"2794",13119273,1259962,1,1,67,7,1,520,4,1,2314304,1,1,68,7,1,NA,4,1,NA,NA
"2795",13121472,1260146,1,1,49,7,1,NA,4,1,2314444,1,1,50,7,1,NA,4,1,NA,NA
"2796",13121502,1260146,2,1,46,5,1,NA,4,1,2314444,2,1,47,NA,NA,NA,4,1,NA,NA
"2797",13121537,1260146,1,6,22,5,1,325,4,1,2314444,1,6,23,5,1,979.753662109375,4,1,654.753662109375,654.753662109375
"2798",13121561,1260146,1,6,20,4,1,541.666687011719,4,1,2314444,1,6,21,NA,NA,NA,4,1,NA,NA
"2799",13121596,1260146,1,6,17,5,1,238.33332824707,4,1,2314444,1,6,18,5,1,251.33332824707,4,1,13,13
"2800",13122592,1260243,2,1,44,7,1,150.944442749023,4,1,2314819,2,1,45,7,1,208,4,1,57.0555572509766,57.0555572509766
"2801",13122622,1260243,1,1,44,7,1,NA,4,1,2314819,1,1,45,7,1,NA,4,1,NA,NA
"2802",13122657,1260243,1,6,20,5,1,725.62744140625,4,1,2314819,1,6,21,5,1,773.003784179688,4,1,47.3763427734375,47.3763427734375
"2803",13122681,1260243,1,6,18,6,1,563.333312988281,4,1,2314819,1,6,19,6,1,741,4,1,177.666687011719,177.666687011719
"2804",13123718,1260332,2,5,29,6,1,NA,4,1,2315238,2,4,30,6,1,NA,4,1,NA,NA
"2805",13125958,1260529,1,1,51,5,1,1401.07775878906,4,1,2315521,1,1,52,5,1,1451.1162109375,4,1,50.0384521484375,50.0384521484375
"2806",13125982,1260529,2,1,48,7,1,NA,4,1,2315521,2,1,49,7,1,NA,4,1,NA,NA
"2807",13128191,1260707,1,1,63,7,1,NA,4,1,2315734,1,1,64,7,1,108.333335876465,4,1,NA,NA
"2808",13128221,1260707,2,1,54,7,1,160.33332824707,4,1,2315734,2,1,55,7,1,NA,4,1,NA,NA
"2809",13129317,1260804,2,4,37,5,1,668.514282226562,4,1,2315874,2,1,38,5,1,711.54736328125,4,1,43.0330810546875,43.0330810546875
"2810",13130439,1260898,1,2,26,5,1,NA,4,1,2316099,1,1,27,5,1,1915.33337402344,4,1,NA,NA
"2811",13130463,1260898,2,2,24,4,1,NA,4,1,2316099,2,1,25,4,1,NA,4,1,NA,NA
"2812",13131559,1260987,1,2,33,6,1,NA,4,1,2316374,1,2,34,6,1,NA,4,1,NA,NA
"2813",13131583,1260987,2,2,31,1,1,2543.95703125,4,1,2316374,2,2,32,1,1,2764.12622070312,4,1,220.169189453125,220.169189453125
"2814",13132679,1261088,1,1,53,5,1,2201.69360351562,4,1,2316528,1,1,54,5,1,2446.16186523438,4,1,244.46826171875,244.46826171875
"2815",13132709,1261088,2,1,52,7,1,73.6666641235352,4,1,2316528,2,1,53,7,1,57.4166679382324,4,1,-16.2499961853027,-16.2499961853027
"2816",13132733,1261088,2,6,23,2,1,1200.923828125,4,1,2316528,2,6,24,2,1,1461.1240234375,4,1,260.2001953125,260.2001953125
"2817",13136038,1261363,2,3,52,7,1,NA,4,1,2316749,2,3,53,7,1,NA,4,1,NA,NA
"2818",13138278,1261541,1,1,35,3,1,3130.40795898438,4,1,2316811,1,1,36,3,1,3344.57275390625,4,1,214.164794921875,214.164794921875
"2819",13138308,1261541,2,1,34,2,1,420.323333740234,4,1,2316811,2,1,35,2,1,429.330261230469,4,1,9.00692749023438,9.00692749023438
"2820",13140507,1261738,2,3,60,5,1,NA,4,1,2317028,2,3,61,5,1,NA,4,1,NA,NA
"2821",13140531,1261738,2,6,19,4,1,NA,4,1,2317028,2,6,20,4,1,260,4,1,NA,NA
"2822",13141627,1261827,1,1,50,7,1,1401.07775878906,4,1,2317168,1,1,51,7,1,1401.07775878906,4,1,0,0
"2823",13141651,1261827,2,1,49,5,1,430.331024169922,4,1,2317168,2,1,50,5,1,541.41650390625,4,1,111.085479736328,111.085479736328
"2824",13142747,1261916,1,1,41,1,1,2802.15551757812,4,1,2317311,1,1,41,1,1,2802.15551757812,4,1,0,0
"2825",13142771,1261916,2,1,40,4,1,NA,4,1,2317311,2,1,40,4,1,298.8779296875,4,1,NA,NA
"2826",13143867,1262017,2,1,42,7,1,436.335662841797,4,1,2317818,2,1,43,7,1,438.337188720703,4,1,2.00152587890625,2.00152587890625
"2827",13143891,1262017,1,1,30,5,1,NA,4,1,2317818,1,1,31,5,1,NA,4,1,NA,NA
"2828",13146106,1262203,1,1,64,1,1,38.1666679382324,4,1,2317958,1,1,65,1,1,43.3333320617676,4,1,5.16666412353516,5.16666412353516
"2829",13146149,1262203,2,1,61,2,1,NA,4,1,2317958,2,1,62,2,1,NA,4,1,NA,NA
"2830",13147226,1262297,1,6,68,7,1,NA,4,1,2318091,1,6,69,7,2,NA,4,1,NA,NA
"2831",13148346,1262386,1,1,51,4,1,1133.87219238281,4,1,2318164,1,1,52,4,1,221,4,1,-912.872192382812,-912.872192382812
"2832",13148389,1262386,2,1,47,5,1,360.277130126953,4,1,2318164,2,1,47,5,1,500.384918212891,4,1,140.107788085938,140.107788085938
"2833",13148419,1262386,1,6,24,5,1,650.500366210938,4,1,2318164,1,6,25,5,1,900.69287109375,4,1,250.192504882812,250.192504882812
"2834",13148443,1262386,2,6,22,5,1,594.314392089844,4,1,2318237,2,1,23,5,1,523.508850097656,4,1,-70.8055419921875,-70.8055419921875
"2835",13149466,1262483,1,4,47,2,1,NA,4,1,2318458,1,4,48,2,1,NA,4,1,NA,NA
"2836",13150588,1262572,2,3,53,7,1,99.6666641235352,4,1,2318601,2,3,54,7,1,95.3333358764648,4,1,-4.33332824707031,-4.33332824707031
"2837",13150618,1262572,1,6,24,4,1,690.531188964844,4,1,2318601,1,6,24,4,1,800.615844726562,4,1,110.084655761719,110.084655761719
"2838",13150642,1262572,1,6,21,4,1,541.666687011719,4,1,2318601,1,6,22,4,1,536.154968261719,4,1,-5.51171875,-5.51171875
"2839",13151703,1262661,1,6,33,2,1,NA,4,1,2318814,1,6,34,2,1,1256.66662597656,4,1,NA,NA
"2840",13153943,1262858,2,4,49,7,1,292.294219970703,4,1,2318881,2,2,50,7,1,303.333343505859,4,1,11.0391235351562,11.0391235351562
"2841",13155067,1262947,1,1,33,2,1,1734.33410644531,4,1,2318954,1,1,34,2,1,2864.0400390625,4,1,1129.70593261719,1129.70593261719
"2842",13155091,1262947,2,1,32,2,1,NA,4,1,2318954,2,1,33,2,1,NA,4,1,NA,NA
"2843",13156187,1263048,1,1,56,2,1,1769.36108398438,4,1,2319179,1,1,57,2,1,2037.5673828125,4,1,268.206298828125,268.206298828125
"2844",13156217,1263048,2,1,51,4,1,NA,4,1,2319179,2,1,52,4,1,NA,4,1,NA,NA
"2845",13158481,1263226,1,6,38,4,1,800.615844726562,4,1,2319667,1,6,39,4,1,936,4,1,135.384155273438,135.384155273438
"2846",13159542,1263323,1,1,37,4,1,1560,4,1,2319896,1,1,38,4,1,1655.33337402344,4,1,95.3333740234375,95.3333740234375
"2847",13159577,1263323,2,1,36,5,1,65,4,1,2319896,2,1,37,5,1,69.3333358764648,4,1,4.33333587646484,4.33333587646484
